files	numero_controle_pncp	tamanho (MB)	url
20159752024_1.pdf	13937149000143-1-003006/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/13937149000143/compras/2024/3006/arquivos/1
20159702024_1.pdf	13937149000143-1-003005/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/13937149000143/compras/2024/3005/arquivos/1
11139262024_1.pdf	13937065000100-1-006507/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6507/arquivos/1
Certidao+de+Publicacao+10978.pdf	11283510000130-1-000048/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/11283510000130/compras/2024/48/arquivos/1
Relatorio+de+Termo+de+Adjudicacao.pdf	11283510000130-1-000048/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/11283510000130/compras/2024/48/arquivos/2
ATO+DE+DECLARACAO+DE+DISPENSA.pdf	11283510000130-1-000048/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/11283510000130/compras/2024/48/arquivos/3
MAPA+DE+PRECO.pdf	11283510000130-1-000048/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/11283510000130/compras/2024/48/arquivos/4
TERMO+DE+REFERENCIA.pdf	11283510000130-1-000048/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/11283510000130/compras/2024/48/arquivos/5
19493262024_1.pdf	05816630000152-1-006518/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6518/arquivos/1
11138942024_1.pdf	13937065000100-1-006506/2024	0.36	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6506/arquivos/1
19492392024_1.pdf	05816630000152-1-006515/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6515/arquivos/1
SEI_23108.066605_2024_46.zip, [01]-7174389_Oficio_48.html, [02]-7174547_Orcamento.pdf, [03]-7174557_Tabela.doc, [04]-7175026_Despacho.html, [05]-7181397_DOCUMENTO_DE_FORMALIZACAO_DA_DEMANDA__DFD_.html, [06]-7182762_Despacho.html, [07]-7182956_Documento_DFD_161_2024.pdf, [08]-7182964_Despacho.html, [09]-7183046_Despacho.html, [10]-7195823_Ata_de_Reuniao.html, [11]-7202768_Despacho.html, [12]-7203179_Oficio_51.html, [13]-7203296_Anexo.pdf, [14]-7203312_Anexo.doc, [15]-7203553_Despacho.html, [16]-7207423_E_mail.pdf, [17]-7207429_E_mail.pdf, [18]-7207442_E_mail.pdf, [19]-7207543_Orcamento.pdf, [20]-7207631_Despacho.html, [21]-7209379_Despacho.html, [22]-7228287_Estudo_Tecnico_Preliminar_Digital_122_2024.pdf, [23]-7228294_Mapa_154_2024.pdf, [24]-7228298_Despacho.html, [25]-7230164_Despacho.html, [26]-7230395_Despacho.html, [28]-7233720_Despacho.html, [29]-7236560_Oficio_54.html, [30]-7237102_Despacho.html, [31]-7238095_Estudo_Tecnico_Preliminar_Digital_122_2024.pdf, [32]-7238101_Despacho.html, [33]-7238178_Despacho.html, [34]-7270130_Termo_69_2024.pdf, [35]-7270147_Orcamento.pdf, [36]-7270166_Orcamento.pdf, [37]-7270181_Orcamento.pdf, [38]-7270186_Orcamento.pdf, [39]-7270190_Orcamento.pdf, [40]-7270209_Orcamento.pdf, [41]-7270215_Orcamento.pdf, [42]-7270233_Orcamento.pdf, [43]-7270896_Certidao.pdf, [44]-7270919_Certidao.pdf, [45]-7270925_Certidao.pdf, [46]-7270927_Certidao.pdf, [47]-7271085_Declaracao.pdf, [48]-7271099_Documento.pdf, [49]-7271102_Despacho.html, [50]-7271136_Certidao.pdf, [51]-7271150_Mensagem.pdf, [52]-7271160_Lista.pdf, [53]-7271164_Despacho.html, [54]-7271338_Despacho.html, [55]-7271563_Despacho.html, [56]-7271574_Despacho.html, [57]-7271702_Despacho.html, [58]-7271727_Despacho.html, [59]-7271766_Despacho.html, [60]-7271935_Portaria.pdf, [61]-7271976_Portaria.pdf	33004540000100-1-000073/2024	27.47	https://pncp.gov.br/pncp-api/v1/orgaos/33004540000100/compras/2024/73/arquivos/1
19492952024_1.pdf	05816630000152-1-006517/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6517/arquivos/1
tr+-+capacitacao+cci.pdf	00394429000100-1-002454/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/00394429000100/compras/2024/2454/arquivos/1
autorizacao+-+capacitacao+cci.pdf	00394429000100-1-002454/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/00394429000100/compras/2024/2454/arquivos/2
matriz+de+risco+-+capacitacao+cci.pdf	00394429000100-1-002454/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/00394429000100/compras/2024/2454/arquivos/3
19492102024_1.pdf	05816630000152-1-006514/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6514/arquivos/1
19492532024_1.pdf	05816630000152-1-006516/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6516/arquivos/1
19491632024_1.pdf	05816630000152-1-006513/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6513/arquivos/1
10910PE0062024.PDF	13937057000163-1-000226/2024	1.03	https://pncp.gov.br/pncp-api/v1/orgaos/13937057000163/compras/2024/226/arquivos/1
19085PE0182024.PDF	05816630000152-1-006512/2024	0.63	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6512/arquivos/1
27620PE0092024.PDF	13700575000169-1-000370/2024	1.62	https://pncp.gov.br/pncp-api/v1/orgaos/13700575000169/compras/2024/370/arquivos/1
19004PE3812024.PDF	05816630000152-1-006511/2024	0.63	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2024/6511/arquivos/1
edital-credenciamento-02-2024.pdf	14042659000115-1-000170/2024	0.39	https://pncp.gov.br/pncp-api/v1/orgaos/14042659000115/compras/2024/170/arquivos/2
aviso-credenciamento-02-2024.pdf	14042659000115-1-000170/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/14042659000115/compras/2024/170/arquivos/1
IN+108-24+inicial.final_000007.pdf	76309806000128-1-000245/2024	16.30	https://pncp.gov.br/pncp-api/v1/orgaos/76309806000128/compras/2024/245/arquivos/1
arquivo.pdf	13937057000163-1-000256/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/13937057000163/compras/2024/256/arquivos/1
02___Edital___PE_038_2024___Material_de_Limpeza_Hospitalar.pdf	11125012000169-1-000001/2024	1.10	https://pncp.gov.br/pncp-api/v1/orgaos/11125012000169/compras/2024/1/arquivos/1
AC23_2024.pdf	96291141000180-1-005424/2024	1.06	https://pncp.gov.br/pncp-api/v1/orgaos/96291141000180/compras/2024/5424/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fparanagua.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_16_2024_14357_documento.pdf	79612362000193-1-000005/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/79612362000193/compras/2024/5/arquivos/1
19085PE0192024.PDF	05816630000152-1-000003/2023	1.27	https://pncp.gov.br/pncp-api/v1/orgaos/05816630000152/compras/2023/3/arquivos/1
Autorizacao+1pdf+ass.pdf	02307876000100-1-000201/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/02307876000100/compras/2024/201/arquivos/1
DFD+Portao+CAF+assinado.pdf	02307876000100-1-000201/2024	0.28	https://pncp.gov.br/pncp-api/v1/orgaos/02307876000100/compras/2024/201/arquivos/2
Certidao18968005000178.pdf	02307876000100-1-000201/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/02307876000100/compras/2024/201/arquivos/3
Consulta+Regularidade+do+Empregador.pdf	02307876000100-1-000201/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/02307876000100/compras/2024/201/arquivos/4
%2Fvar%2Fwww%2Fhtml%2Ftcesc.atende.net%2Ftemp%2FWCO%2FPNCP%2FEdital%2Fedital_143_2024_10098_documento.pdf	83279448000113-1-000192/2024	0.22	https://pncp.gov.br/pncp-api/v1/orgaos/83279448000113/compras/2024/192/arquivos/1
Despacho_Autorizatorio+6025.2024.0023719-0.pdf	49269244000163-1-001143/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/49269244000163/compras/2024/1143/arquivos/1
AVISO.pdf	44229813000123-1-000194/2024	0.72	https://pncp.gov.br/pncp-api/v1/orgaos/44229813000123/compras/2024/194/arquivos/1
EDITAL_MQUINAS_AGRCOLAS_E_MOTOCILETAS.pdf	10122661000143-1-000024/2024	1.11	https://pncp.gov.br/pncp-api/v1/orgaos/10122661000143/compras/2024/24/arquivos/1
TermoDeParticipacao_20240031.pdf	07954480000179-1-019411/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19411/arquivos/1
ANEXOS+DL+27.pdf	38515961000101-1-000086/2024	0.48	https://pncp.gov.br/pncp-api/v1/orgaos/38515961000101/compras/2024/86/arquivos/1
HOMOLOG+INEX+252024+CREDENCIAMENTO+%5Bconformidad.pdf	76105550000137-1-000106/2024	0.31	https://pncp.gov.br/pncp-api/v1/orgaos/76105550000137/compras/2024/106/arquivos/1
070___Inexigibilidade_070_2024___Art_74_Inciso_III_%5BVALIDAR%5D_JUSTIFICATIVA_1.pdf	13108089000156-1-000111/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/13108089000156/compras/2024/111/arquivos/6
070___Inexigibilidade_070_2024___Art_74_Inciso_III_%5BVALIDAR%5D_CONTRATO_1.pdf	13108089000156-1-000111/2024	0.72	https://pncp.gov.br/pncp-api/v1/orgaos/13108089000156/compras/2024/111/arquivos/7
070___Inexigibilidade_070_2024___Art_74_Inciso_III_%5BVALIDAR%5D_ETP_1.pdf	13108089000156-1-000111/2024	0.57	https://pncp.gov.br/pncp-api/v1/orgaos/13108089000156/compras/2024/111/arquivos/8
070___Inexigibilidade_070_2024___Art_74_Inciso_III_%5BVALIDAR%5D_RATIFICACAO_1.pdf	13108089000156-1-000111/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/13108089000156/compras/2024/111/arquivos/9
045_-_ATO_DECLARATORIO_DE_DISPENSA_DE_LICITACAO_-_CAMERAS_DE_MONITORAMENTO.PDF	05136142000102-1-000054/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/05136142000102/compras/2024/54/arquivos/1
Edital.pdf	45279643000154-1-000108/2024	2.18	https://pncp.gov.br/pncp-api/v1/orgaos/45279643000154/compras/2024/108/arquivos/1
070___Inexigibilidade_070_2024___Art_74_Inciso_III_%5BVALIDAR%5D_TR_1.pdf	13108089000156-1-000111/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/13108089000156/compras/2024/111/arquivos/10
045_-_CERTIDAO_DE_PUBLICACAO_-_CAMERAS_DE_MONITORAMENTO.PDF	05136142000102-1-000054/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/05136142000102/compras/2024/54/arquivos/2
045_-_CERTIDAO_DE_PUBLICACAO_RESULTADO_-_CAMERAS_DE_MONITORAMENTO.PDF	05136142000102-1-000054/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/05136142000102/compras/2024/54/arquivos/3
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPublicao+PNCP.pdf	87843819000107-1-001922/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/87843819000107/compras/2024/1922/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FOr++amentos.pdf	87843819000107-1-001922/2024	0.77	https://pncp.gov.br/pncp-api/v1/orgaos/87843819000107/compras/2024/1922/arquivos/2
Termo+de+referencia+Cartao+de+Credito.pdf	26562892000108-1-000036/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/26562892000108/compras/2024/36/arquivos/1
%22Estudo+Tecnico+Preliminar.pdf	80673411000187-1-000500/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/500/arquivos/3
%22Documento+de+Formalizacao+da+Demanda.pdf	80673411000187-1-000500/2024	0.47	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/500/arquivos/2
%22Termo+de+Referencia.pdf	80673411000187-1-000500/2024	0.78	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/500/arquivos/4
COTACAO+ELETRONICA+1341-2024.pdf	80673411000187-1-000500/2024	3.56	https://pncp.gov.br/pncp-api/v1/orgaos/80673411000187/compras/2024/500/arquivos/1
SEIGOVPE++56222766++GOVPE++Termo+de+Referencia.pdf	10572022000180-1-000565/2024	0.56	https://pncp.gov.br/pncp-api/v1/orgaos/10572022000180/compras/2024/565/arquivos/1
DECRETONOVALEI+14426+-+compra+direta.pdf	45276128000110-1-002087/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/45276128000110/compras/2024/2087/arquivos/1
754121.pdf	32639070000180-1-000064/2024	0.76	https://pncp.gov.br/pncp-api/v1/orgaos/32639070000180/compras/2024/64/arquivos/1
PDF_Unico_361_2024_15_10_2024+17_38.pdf	59952259000185-1-000133/2024	5.10	https://pncp.gov.br/pncp-api/v1/orgaos/59952259000185/compras/2024/133/arquivos/1
arquivo.pdf	13937065000100-1-006505/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6505/arquivos/1
a6887dbf-2514-41e8-b0b6-e57077d93f2e.pdf	77996312000121-1-000318/2024	0.30	https://pncp.gov.br/pncp-api/v1/orgaos/77996312000121/compras/2024/318/arquivos/1
CONTRATO+n70609012024.01_.pdf	07566516000147-1-000051/2024	1.97	https://pncp.gov.br/pncp-api/v1/orgaos/07566516000147/compras/2024/51/arquivos/1
AVISO+PED0012024++Inseticida.rtf	42498600000171-1-006651/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2024/6651/arquivos/1
cp00915-10-24_173740.pdf	31724289000115-1-000037/2024	0.35	https://pncp.gov.br/pncp-api/v1/orgaos/31724289000115/compras/2024/37/arquivos/1
TERMO+DE+REFERENCIA.pdf	42498600000171-1-006651/2024	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2024/6651/arquivos/2
EDITAL_4_pontes.pdf	82892340000139-1-000055/2024	0.45	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/1
Rio_Broecker__Cronograma_Fisico_Financeiro_atualizado.pdf	82892340000139-1-000055/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/2
Rio_Moll__Cronograma_Fisico_Financeiro_atualizado_1.pdf	82892340000139-1-000055/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/3
Rio_Bloemer_Geral__Cronograma_Fisico_Financeiro_atualizado.pdf	82892340000139-1-000055/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/4
Rio_Moll__Orcamento_Licitante.xlsx	82892340000139-1-000055/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/5
Planilha_BDI__Ponte_Rio_Moll.pdf	82892340000139-1-000055/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/6
Rio_Bloemer_Geral__Orcamento_Licitante.xlsx	82892340000139-1-000055/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/7
Rio_Moll_03.pdf	82892340000139-1-000055/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/8
Rio_Broecker_02.pdf	82892340000139-1-000055/2024	0.25	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/10
Rio_Bloemer_Rohling__Orcamento_atualizado_assinado.pdf	82892340000139-1-000055/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/9
111674_editais_1729024361.zip	84722933000182-1-000039/2024	8.33	https://pncp.gov.br/pncp-api/v1/orgaos/84722933000182/compras/2024/39/arquivos/1
Rio_Moll__Memorial_Descritivo_1.pdf	82892340000139-1-000055/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/11
Rio_Broecker__Memorial_Descritivo.pdf	82892340000139-1-000055/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/13
Aviso+de+Contratacao+Direta+e+Anexos.zip, ANEXO A - Termo de Referência.pdf, ANEXO B - Projeto Básico.pdf, ANEXO D - Modelo de Proposta Comercial.docx, ANEXO E - Planilha de preenchimento do licitante.xlsx, ANEXO F - Minuta de Termo de Contrato.docx, ANEXO G - Documento de Formalização da Demanda.pdf, ANEXO H - Estudo Técnico Preliminar.pdf, ANEXO I (i) - Mapa de Riscos.pdf, ANEXO I - Modelo da Declaração de Vistoria.docx, ANEXO II - Modelo da Declaração de Plena Ciência.docx, ANEXO III - Modelo da Ordem de Início de Serviços.doc, ANEXO IV - Planilha de Preços.pdf, ANEXO V - Composição do Fator “K” e TRDE.pdf, ANEXO VI - Composição dos Encargos Sociais.pdf, ANEXO VII - Cronograma Físico-financeiro.pdf, _AVISO DE CONTRATAÇÃO DIRETA e ANEXO C - Documentação exigida para Habilitação.pdf	59949362000176-1-000112/2024	1.81	https://pncp.gov.br/pncp-api/v1/orgaos/59949362000176/compras/2024/112/arquivos/1
Rio_Broecker_01.pdf	82892340000139-1-000055/2024	0.45	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/12
Rio_Bloemer_Geral__Memorial_Descritivo.pdf	82892340000139-1-000055/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/14
ART__04_Pontes_assinado_pela_PMSB_e_Engenharia.pdf	82892340000139-1-000055/2024	0.39	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/15
Rio_Bloemer_Geral_03.pdf	82892340000139-1-000055/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/16
Rio_Bloemer_02_Canto_dos_Rohling_03.pdf	82892340000139-1-000055/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/82892340000139/compras/2024/55/arquivos/17
Termo+de+Referencia.pdf	42498600000171-1-007045/2024	1.09	https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2024/7045/arquivos/1
arquivo.pdf	13937065000100-1-006504/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/13937065000100/compras/2024/6504/arquivos/1
AVISO_DE_DISPENSA_N_90295__FORNECIMENTO_E_INSTALAO_DE_LOUAS_DE_VIDRO_E_ESPELHOS__ASSINADO.pdf	45253962000190-1-000101/2024	0.90	https://pncp.gov.br/pncp-api/v1/orgaos/45253962000190/compras/2024/101/arquivos/1
ADJUDICACAO.pdf	45965982000194-1-000219/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/2
PUBLICACAO.pdf	45965982000194-1-000219/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/1
ATO+DE+JULGAMENTO+Dispensa+de+Licitacao+PLOTAGEM+ONIBUS+MARCOPOLO.pdf	45965982000194-1-000219/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/3
CERTIDAO+DE+COTACAO+Dispensa+de+Licitacao+PLOTAGEM+ONIBUS+MARCOPOLO.pdf	45965982000194-1-000219/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/4
INEXIGIBILIDADE+027-2024+PAG+001+A+101.pdf	01607539000176-1-000127/2024	23.50	https://pncp.gov.br/pncp-api/v1/orgaos/01607539000176/compras/2024/127/arquivos/1
TERMO+DE+REFERENCIA+Dispensa+de+Licitacao+PLOTAGEM+ONIBUS+MARCOPOLO.pdf	45965982000194-1-000219/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/5
ATO+DE+DISPENSA+349+24+PLOTAGEM+ONIBUS+MARCOPOLO.pdf	45965982000194-1-000219/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/219/arquivos/6
Termo+de+Referencia+Controle+Quimico+e+Limpeza+e.pdf	18313817000185-1-000332/2024	1.97	https://pncp.gov.br/pncp-api/v1/orgaos/18313817000185/compras/2024/332/arquivos/1
Pregao+0482024+PRC+2922024+Contratacao+de+serv.pdf	18313817000185-1-000332/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/18313817000185/compras/2024/332/arquivos/2
Anexo+I+e+VI+modelo+de+proposta+comercial+e+valore.pdf	18313817000185-1-000332/2024	0.22	https://pncp.gov.br/pncp-api/v1/orgaos/18313817000185/compras/2024/332/arquivos/3
Certidao+de+Publicacao+10976.pdf	45965982000194-1-000206/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/206/arquivos/1
arquivo.pdf	13323274000163-1-000539/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/13323274000163/compras/2024/539/arquivos/1
AUTORIZACAO_DE_DISPENSA.pdf	53221701000117-1-000084/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/53221701000117/compras/2024/84/arquivos/1
EDITAL_PE_048-24_-_BRINQUEDOS_-_EDUCACAO.PDF	01740497000147-1-000381/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/1
Relatorio+de+Termo+de+Adjudicacao.pdf	45965982000194-1-000206/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/45965982000194/compras/2024/206/arquivos/2
ETP_DIGITAL__-__BRINQUEDOS_EP_FEDERAL.PDF	01740497000147-1-000381/2024	0.74	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/2
TERMO_DE_REFERENCIA_-_BRINQUEDOS__-_EDUCACAO.PDF	01740497000147-1-000381/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/3
MAPA_DE_RISCO_-_BRINQUEDOS_-_EDUCACAO_%281%29.PDF	01740497000147-1-000381/2024	0.25	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/4
MINUTA_CONTRATO_-_BRINQUEDOS.PDF	01740497000147-1-000381/2024	0.31	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/5
MODELO_DE_PROPOSTA.PDF	01740497000147-1-000381/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/6
MODELO_DE_DECLARACOES.PDF	01740497000147-1-000381/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/7
DOM.PDF	01740497000147-1-000381/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/8
DOU.PDF	01740497000147-1-000381/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/01740497000147/compras/2024/381/arquivos/9
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPublicao+PNCP.pdf	87843819000107-1-001921/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/87843819000107/compras/2024/1921/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FOr++amentos.pdf	87843819000107-1-001921/2024	0.91	https://pncp.gov.br/pncp-api/v1/orgaos/87843819000107/compras/2024/1921/arquivos/2
AVISO_DISPENSA_ELETRONICA_90073_2024_COM_TR.pdf	00508903000188-1-002567/2024	3.37	https://pncp.gov.br/pncp-api/v1/orgaos/00508903000188/compras/2024/2567/arquivos/1
DFD+pedido+1404.2024.pdf	46634333000173-1-001523/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/46634333000173/compras/2024/1523/arquivos/1
Documento+de+Formalizacao+da+Demanda.pdf	10652179000115-1-000309/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/10652179000115/compras/2024/309/arquivos/1
293%2F2024.pdf	10652179000115-1-000309/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/10652179000115/compras/2024/309/arquivos/2
CRONOGRAMA.xlsx	07954480000179-1-007650/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/3
PLANILHA+ORCAMENTARIA.xlsx	07954480000179-1-007650/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/4
COMPOSICAO+ADM.pdf	07954480000179-1-007650/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/6
EDITAL.odt	07954480000179-1-007650/2024	0.77	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/5
COMPOSICAO+PROPRIA.pdf	07954480000179-1-007650/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/7
ANEXO+DE+ITENS_CONCORRENCIA_20240012.pdf	07954480000179-1-007650/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/8
CORRIGENDA.pdf	07954480000179-1-007650/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/11
EDITAL.pdf	07954480000179-1-007650/2024	1.14	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/7650/arquivos/10
.+++TR++CARRO+DE+ANESTESIA+FABIUS+PLUS+24.09.docx	10572048000209-1-000746/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/10572048000209/compras/2024/746/arquivos/1
111675_editais_1729024379.zip, EDITAL 112.pdf, MAPA 112.pdf, ETP 112.pdf	63761993000134-1-000175/2024	0.67	https://pncp.gov.br/pncp-api/v1/orgaos/63761993000134/compras/2024/175/arquivos/1
PE14824+Trenzinho.pdf	87613188000121-1-000255/2024	1.10	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/255/arquivos/1
Pesquisa+de+Preco+Sv+Mnt+Cl+VI.pdf	00394452000103-1-019062/2024	1.68	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19062/arquivos/1
Termo+de+Referencia+Piraja+contratacao+direta.pdf	00394502000144-1-013839/2024	4.12	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13839/arquivos/1
84%2F2024.pdf	00394452000103-1-019062/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19062/arquivos/2
74%2F2024.pdf	00394452000103-1-019062/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/00394452000103/compras/2024/19062/arquivos/3
CONC0724.pdf	87613188000121-1-000258/2024	1.05	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/1
Memorial+descritivo+GONCALVES+DIAS.docx	87613188000121-1-000258/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/87613188000121/compras/2024/258/arquivos/2
